|WEEK|PLN|PLN_LABEL|PRODUCT_CATEGORY|PRODUCT_CATEGORY_LABEL|OPSTUDY|OPSTUDY_LABEL|ACTUAL|BU|SEG|PROMO
0|1160529|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|2.0|Consumables|B|N
1|1160529|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|36.0|Consumables|C4|N
235461|1151227|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|N
235462|1151227|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|33.0|Consumables|C4|N
235463|1151227|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|B|N
235464|1151227|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|N
353078|1151004|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|N
353079|1151004|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|36.0|Consumables|C4|N
353080|1151004|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|1.0|Consumables|B|N
353081|1151004|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|N
399031|1151011|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|N
399032|1151011|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|29.0|Consumables|C4|N
399033|1151011|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|2.0|Consumables|B|N
399034|1151011|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|2.0|Consumables|NoSegment-C|N
620597|1151018|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|3.0|Consumables|A|N
620598|1151018|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|23.0|Consumables|C4|N
620599|1151018|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|1.0|Consumables|B|N
620600|1151018|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|2.0|Consumables|NoSegment-C|N
770060|1151025|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|N
770061|1151025|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|39.0|Consumables|C4|N
770062|1151025|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|1.0|Consumables|B|N
770063|1151025|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|3.0|Consumables|NoSegment-C|N
903626|1151101|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|1.0|Consumables|A|N
903627|1151101|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|33.0|Consumables|C4|N
903628|1151101|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|B|N
903629|1151101|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|1.0|Consumables|NoSegment-C|N
1035896|1151108|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|N
1035897|1151108|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|27.0|Consumables|C4|N
1035898|1151108|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|B|N
1035899|1151108|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|N
1163730|1151115|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|N
1163731|1151115|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|30.0|Consumables|C4|N
1163732|1151115|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|B|N
1163733|1151115|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|1.0|Consumables|NoSegment-C|N
1294053|1151122|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|N
1294054|1151122|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|31.0|Consumables|C4|N
1294055|1151122|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|B|N
1294056|1151122|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|N
1426186|1151129|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|N
1426187|1151129|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|26.0|Consumables|C4|N
1426188|1151129|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|B|N
1426189|1151129|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|2.0|Consumables|NoSegment-C|N
1542609|1151206|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|N
1542610|1151206|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|19.0|Consumables|C4|N
1542611|1151206|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|B|N
1542612|1151206|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|3.0|Consumables|NoSegment-C|N
1688914|1151213|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|N
1688915|1151213|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|35.0|Consumables|C4|N
1688916|1151213|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|B|N
1688917|1151213|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|-1.0|Consumables|NoSegment-C|N
1799899|1151220|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|2.0|Consumables|A|N
1799900|1151220|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|58.0|Consumables|C4|N
1799901|1151220|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|1.0|Consumables|B|N
1799902|1151220|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|4.0|Consumables|NoSegment-C|N
1887405|1150301|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|2.0|Consumables|B|
1887406|1150301|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|24.0|Consumables|C4|
1999569|1150308|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|4.0|Consumables|B|
1999570|1150308|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|13.0|Consumables|C4|
2111121|1150315|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|6.0|Consumables|B|
2111122|1150315|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|22.0|Consumables|C4|
2223421|1150322|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|6.0|Consumables|B|
2223422|1150322|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|15.0|Consumables|C4|
2336830|1150329|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|2.0|Consumables|B|
2336831|1150329|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|20.0|Consumables|C4|
2450351|1150405|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|2.0|Consumables|B|
2450352|1150405|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|21.0|Consumables|C4|
2564181|1150412|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|
2564182|1150412|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|11.0|Consumables|C4|
2564183|1150412|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|1.0|Consumables|B|
2564184|1150412|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|
2677141|1150419|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|
2677142|1150419|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|11.0|Consumables|C4|
2677143|1150419|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|5.0|Consumables|B|
2677144|1150419|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|
2789962|1150426|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|
2789963|1150426|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|16.0|Consumables|C4|
2789964|1150426|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|5.0|Consumables|B|
2789965|1150426|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|
2902796|1150503|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|
2902797|1150503|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|2.0|Consumables|C4|
2902798|1150503|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|4.0|Consumables|B|
2902799|1150503|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|
3018496|1150208|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|16.0|Consumables|C3|
3018497|1150208|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|4.0|Consumables|B|
3138315|1150215|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|9.0|Consumables|C3|
3138316|1150215|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|4.0|Consumables|B|
3259469|1150222|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|15.0|Consumables|C3|
3259470|1150222|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|4.0|Consumables|B|
3378138|1150510|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|
3378139|1150510|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|12.0|Consumables|C4|
3378140|1150510|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|B|
3378141|1150510|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|
3490244|1150517|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|
3490245|1150517|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|9.0|Consumables|C4|
3490246|1150517|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|1.0|Consumables|B|
3490247|1150517|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|
3601904|1150524|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|
3601905|1150524|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|1.0|Consumables|C4|
3601906|1150524|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|1.0|Consumables|B|
3601907|1150524|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|
3713546|1150531|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|
3713547|1150531|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|8.0|Consumables|C4|
3713548|1150531|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|2.0|Consumables|B|
3713549|1150531|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|
3818625|1150607|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|
3818626|1150607|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|6.0|Consumables|C4|
3818627|1150607|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|1.0|Consumables|B|
3818628|1150607|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|
3936237|1150614|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|
3936238|1150614|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|3.0|Consumables|C4|
3936239|1150614|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|1.0|Consumables|B|
3936240|1150614|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|
4046349|1150621|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|
4046350|1150621|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|9.0|Consumables|C4|
4046351|1150621|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|B|
4046352|1150621|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|
4150072|1150628|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|
4150073|1150628|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|9.0|Consumables|C4|
4150074|1150628|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|B|
4150075|1150628|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|
4327193|1150705|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|2.0|Consumables|A|
4327194|1150705|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|9.0|Consumables|C4|
4327195|1150705|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|B|
4327196|1150705|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|NoSegment-C|
4436401|1150712|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|A|
4436402|1150712|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|9.0|Consumables|C4|
4436403|1150712|40000223091|NIDO MILK PWDR NIDO FCRM  28.16OZ|006-108|ETHNIC|6|GENERAL GROCERIES|0.0|Consumables|B|
